Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
142609,Market Transformation for solar energy PV acceleration,https://www.undp.org/albania/projects/market-transformation-solar-energy-pv-acceleration,867505,"Provide solar power systems to benefit 2,124 people in Albania as part of a project to assist NDC implementation and market transformation for solar energy PV acceleration.",Clean Electricity,Number of people benefitting from services of solar power systems,0,2124,,,,Non-VF,,Close the gap on energy access,,,Solar,142609.0-2,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,2124,Energy Access,Electricity Access
142609,Market Transformation for solar energy PV acceleration,https://www.undp.org/albania/projects/market-transformation-solar-energy-pv-acceleration,867505,"Train and educate 250 people through technical transfers, dialogues, workshops, campaigns, and other efforts to assist NDC implementation for market transformation for solar energy PV acceleration.",Other,"Number of people trained/educated/informed 
through technical transfers, dialogues, workshops, 
campaigns, and other efforts",0,250,,,,Non-VF,,Close the gap on energy access,,,,142609.0-3,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,0,0,Other,Capacity Building Training
132984,Croatia Education Recovery Support (Albania),https://open.undp.org/projects/00132984,1194743.13,"Repair and reconstruct ""Iliria"" 9-year school and kindergarten in Albania with energy-saving standards, including thermal insulated façade, solar hot water collectors, efficient lighting, and heating systems, benefiting 156 students and 14 teachers.",Education Services,Number of students and teachers benefitting from clean energy systems,0,170,"""Iliria"" 9 -year school and kindergarten has been repaired/reconstructed in line with the best energy saving standards such as (i) high quality thermal insulated façade and terrace in an envelope system which prevents heat loss in the winter and heat gain in the summer, (ii) solar hot water collectors especially applied in kindergartens, (iii) efficient lighting system as well as (iv) efficient heating systems. This facility provides better services for 156 students and 14 teachers.",Government of Croatia,,Non-VF,,Accelerating just energy transition,,,,132984.0-1,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,170,Energy Access,Education Services
129778,Community Infrastructure Support (Albania),https://open.undp.org/projects/00129778,2611239,"Repair and reconstruct 3 education facilities in Albania with energy-saving features such as thermal insulated façades, solar hot water collectors, efficient lighting, and heating systems, benefiting 855 students and 51 teachers.",Education Services,Number of students and teachers benefitting from clean energy systems,0,906,"3 education facilities are repaired and retroffited be repaired/reconstructed in line with the best energy saving standards such as (i) high quality thermal insulated façade and terrace in an envelope system which prevents heat loss in the winter and heat gain in the summer, (ii) solar hot water collectors especially applied in kindergartens, (iii) efficient lighting system as well as (iv) efficient heating systems. These facilities are going to provide better services for 855 students and 51 teachers.",Government Of Albania; MPTF-SDGs Acceleration Fund for Albania with financing of the Government of Denmark and United Kingdom,,Non-VF,,Accelerating just energy transition,,,,129778.0-1,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,906,Energy Access,Education Services
126861,EU4Schools Phase I (Albania),https://open.undp.org/projects/00126861,16955148.23,Benefit 1429 students and teachers from clean energy systems in Albania through the EU4Schools Phase I project.,Education Services,Number of students and teachers benefitting from clean energy systems,0,1429,"22 education facilities are repaired and retroffited  or built new  in line with the best energy saving standards such as (i) high quality thermal insulated façade and terrace in an envelope system which prevents heat loss in the winter and heat gain in the summer, (ii) solar hot water collectors especially applied in kindergartens, (iii) efficient lighting system as well as (iv) efficient heating systems. ",European Commision,,Non-VF,,Accelerating just energy transition,,,,126861.0-1,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,1429,Energy Access,Education Services
129706,EU4Schools Phase II (Albania),https://open.undp.org/projects/00129706,67752565.21,Benefit 4490 students and teachers from clean energy systems in Albania through the EU4Schools Phase II project.,Education Services,Number of students and teachers benefitting from clean energy systems,177,4490,"41  education facilities are repaired and retroffited  or built new  in line with the best energy saving standards such as (i) high quality thermal insulated façade and terrace in an envelope system which prevents heat loss in the winter and heat gain in the summer, (ii) solar hot water collectors especially applied in kindergartens and dormitories, (iii) efficient lighting system as well as (iv) efficient heating systems. ",European Commision,,Non-VF,,Accelerating just energy transition,,,,129706.0-1,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,4313,Energy Access,Education Services
129706,EU4Schools Phase II (Albania),https://open.undp.org/projects/00129706,67752565.21,Provide energy access to education services in Albania.,Education Services, , , ,,,,Non-VF,,Accelerating just energy transition,,,,129706.0-2,ALB,,Albania,8,Europe,Southern Europe,,yes,,Eastern European Group,RBEC,Upper middle income,,,,High,1,0,Energy Access,Education Services
115727,Upper Nile University,,124570.12,Provide access to 1500 beneficiaries to energy-related projects at Upper Nile University in South Sudan.,Clean Electricity,Number of beneficiaries,0,1500,Project Completed,Japan,,Non-VF,,Accelerating just energy transition,,,Unknown,115727-1,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,1500,Energy Access,Electricity Access
"00080877, 00097821, 00080982, 00109097",UNDP Country Office ,,518743.75,"Added 0.2 MW of electricity generation capacity, benefiting 3,500 direct beneficiaries in South Sudan.",Unknown,Additional electricty generation capacity added,0,0.2,Project Completed,UNDP,,Non-VF,,Close the gap on energy access,,,Unknown,"00080877, 00097821, 00080982, 00109097-1",SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,17500,3500,Energy Transition,Energy (MW added)
93664,State Revenue Authority (SRA),,246584.79,Provide access to 100 beneficiaries for the State Revenue Authority (SRA) project in South Sudan.,Clean Electricity,Number of beneficiaries,0,100,Project Completed,UNDP,,Non-VF,,Accelerating just energy transition,,,Unknown,93664-1,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,100,Energy Access,Electricity Access
104022,Police Office Training Facility,,186391.71,Train 1200 beneficiaries in South Sudan on police office operations at a completed UNDP project.,Clean Electricity,Number of beneficiaries,0,1200,Project Completed,UNDP,,Non-VF,,Accelerating just energy transition,,,Unknown,104022-1,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,1200,Energy Access,Electricity Access
101178,Ministry of Local Government and Law Enforcement ,,149770.73,Provide access to 25 beneficiaries for the Ministry of Local Government and Law Enforcement project in South Sudan.,Clean Electricity,Number of beneficiaries,0,25,Project Completed,UNDP,,Non-VF,,Accelerating just energy transition,,,Unknown,101178-1,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,25,Energy Access,Electricity Access
"00104634, 00104636","Disarmament, Demobilization and Reintegration (DDR)",,118418,"Provide access to 60 beneficiaries for the Disarmament, Demobilization and Reintegration (DDR) project in South Sudan.",Clean Electricity,Number of beneficiaries,0,60,Project Completed,UNDP,,Non-VF,,Accelerating just energy transition,,,Unknown,"00104634, 00104636-1",SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,60,Energy Access,Electricity Access
104022,Police Office Training Facility,,186391.71,Provide training for 5000 beneficiaries at a Police Office Training Facility in South Sudan.,Agriculture and Food System,Number of beneficiaries,0,5000,Project Completed,UNDP,,Non-VF,,Accelerating just energy transition,,,,104022-2,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,5000,Energy Access,Agriculture and Food System
125900, Global Fund Project - Solar for Health,,6268828.8,Provide access to 9 million beneficiaries through the Global Fund Project - Solar for Health in South Sudan.,Health Services,Number of beneficiaries,0,2080000,"On Going, 9000000 was marked by CO. 28 hospitals and health facilities across the country. Of these, new solar Photovoltaic (PV) systems are being installed in 19 health facilities; while for nine health facilities, battery replacements are being planned because they have already existing solar PV systems. Assuming 100000 per hosptial and 20000 per facility.",UNDP,,Non-VF,,Accelerating just energy transition,,Solar4Health,,125900-1,SSD,,South Sudan,728,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,LLDC,Low,1,2080000,Energy Access,Health Services
99918,Support to SDGs localization in Ukraine,http://open.undp.org/projects/00099918,6817448,Support the implementation of the Sustainable Development Goals locally in Ukraine.,Other,,,nan,,,,,,,,,,99918.0-1,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
4114,EE in Public Buildings,https://co.pims.undp.org/project/view?id=4114,5480000,"Train 4,562 energy managers and auditors, achieving $22.92 million investment in energy efficiency in public buildings.",Efficiency,No. of Beneficaries,0,30204,"Key indicators: 
1. The actual cumulative direct GHG emission reduction as of June 2024 was 16,052.48 tCO2e; estimated reduction over a 20-year period was 69,190.0 tCO2e  
2. 24,164.16 MWh were saved cumulatively since the Project start, which exceeded the goals set as 2,346 MWh. The total capacity of solar power stations to be installed under ESCO-SPP contracts is 6.5 MW, and 1 MW of energy storage. This will allow hospitals and water facilities to have electricity even during blackouts. 
3. With direct project support, USD 22,92 million of investment in energy efficiency in public buildings was achieved. 
4. The total number of green jobs created by the project is 4,562: 4498 energy managers and 64 energy auditors were trained. ",GEF,63,VF,Efficiency,Scale up energy finance,Energy Efficiency,,Solar,4114.0-1,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Energy Transition,Energy Efficiency Services
1000157,Promotion of Human Security ,https://www.undp.org/ukraine/press-releases/undp-and-japan-deliver-high-power-autotransformers-ukraine-ensure-unbroken-energy-supplies-over-half-million-people,40000000,"Deliver high-power autotransformers to ensure unbroken energy supplies for over half a million people, with 4 autotransformers (2 installed, 2 upcoming).",Clean Electricity,No. of Beneficaries,0,1000000,"-4 Autotransformers (2 installed, 2 upcoming)",Japan,50,,,,,,,1000157.0-1,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,1000000,Energy Access,Electricity Access
1000157,Promotion of Human Security ,https://www.undp.org/ukraine/press-releases/undp-and-japan-deliver-high-power-autotransformers-ukraine-ensure-unbroken-energy-supplies-over-half-million-people,40000000,Install 2 autotransformers and provide access to 1 million beneficiaries in Ukraine.,Other,No. of Beneficaries,0,1500000,-Transporation Support for 7 Autotransformers,,50,,,,,,,1000157.0-2,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
1000157,Promotion of Human Security ,https://www.undp.org/ukraine/press-releases/undp-and-japan-deliver-high-power-autotransformers-ukraine-ensure-unbroken-energy-supplies-over-half-million-people,40000000,Provide transportation support for 7 autotransformers.,Other,No. of Beneficaries,0,1500000,-1 gas turbine for power generation ,,50,,,,,,,1000157.0-3,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 2,500,000 beneficiaries through the installation of 2 gas turbines for power generation.",Clean Electricity,No. of Beneficaries,0,2500000,-2 gas turbine for power generation ,Japan,50,,,,,,,134106.0-1,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,2500000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 250,000 beneficiaries for winterization/energy sector recovery in Ukraine, with a focus on clean electricity.",Clean Electricity,No. of Beneficaries,0,250000,-1 gas compressor ,Norway,50,,,,,,,134106.0-2,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,250000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Transportation support for 2 autotransformers to benefit 500,000 beneficiaries in Ukraine.",Other,No. of Beneficaries,0,500000,-Transportation Support for 2 Autotransformers,,50,,,,,,,134106.0-3,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide winterization and energy sector recovery support to 25,000 beneficiaries, including the installation of a gas pistons power generation system.",Other,No. of Beneficaries,0,25000,-1 gas pistons power generation system,,50,,,,,,,134106.0-4,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 1,000,000 beneficiaries for winterization/energy sector recovery, including -25 bushings (750kV), in Ukraine.",Clean Electricity,No. of Beneficaries,0,1000000,-25 bushings (750kV),ROK,50,,,,,,,134106.0-5,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,1000000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 500,000 beneficiaries to clean electricity through winterization/energy sector recovery project in Ukraine.",Clean Electricity,No. of Beneficaries,0,500000,-15 bushings (330kV),Iceland,50,,,,,,,134106.0-6,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,500000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 250,000 beneficiaries for winterization/energy sector recovery in Ukraine.",Clean Electricity,No. of Beneficaries,0,250000,-1 Autotransformer (upcoming),Sweden,50,,,,,,,134106.0-7,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,250000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide winterization and energy sector recovery support to 25,000 beneficiaries, including the installation of a gas pistons power generation system.",Other,No. of Beneficaries,0,25000,-1 gas pistons power generation system,,50,,,,,,,134106.0-8,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,nan
134106,Winterization/Energy Sector Recovery ,,64600000,Provide winterization and energy sector recovery support to an unspecified number of beneficiaries in Ukraine.,Clean Electricity,No. of Beneficaries,0,TBC,,Germany,50,,,,,,,134106.0-9,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,0,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provided access to energy for 2,600,000 beneficiaries through delivery of 2 gas turbines for power generation with a total capacity of 108 MW.",Clean Electricity,No. of Beneficaries,0,2600000,"Provided access to energy for 2,600,000 beneficiaries through delivery of 2 gas turbines for power generation in Ukraine with total capacity of 108 MW.",Japan,50,,,,,,,134106.0-10,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,2600000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provided access to energy for 450,000 beneficiaries through procurement of 13.4 MW of gas pistons and ongoing procurement of additional gas pistons with capacity of 16.5 MW.",Clean Electricity,No. of Beneficaries,0,450000,"Provided access to energy for 450,000 beneficiaries through procurement of 13.4 MW of gas pistons and ongoing procurement of additional gas pistons with capacity of 16.5 MW.","Japan, Norway, Sweden",50,,,,,,,134106.0-11,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,450000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Procure 80 MW (8x10MW) of gas pistons with plans to increase to 160 MW, benefiting 900,955 beneficiaries in Ukraine.",Clean Electricity,No. of Beneficaries,0,900955,"Procurement of 80 MW (8x10MW) of gas pistons with plans to increase to 160 MW, to benefit 900,955 beneficiaries.",Norway ,50,,,,,,,134106.0-12,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,900955,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provided access to energy for 630,000 beneficiaries through procurement of 90.6 MW of gas generation, including gas pistons and turbines.",Clean Electricity,No. of Beneficaries,0,630000,"Provided access to energy for 630,000 beneficiaries through procurement of 90.6 MW of gas generation (10x1.5M, 2x3.3MW gas pistons and 15MW and 54 MW turbines).","Japan, Norway, Sweden, EU",50,,,,,,,134106.0-13,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,630000,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Procure a gas booster compressor to restore gas supply, benefiting an unspecified number of beneficiaries in Ukraine.",Clean Electricity,No. of Beneficaries,0,0,Procurement of a gas booster compressor for restoring gas supply.,Norway,50,,,,,,,134106.0-14,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,0,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provided access to energy for 95,800 beneficiaries through procurement of 6.7 MW of gas generation and ongoing technical design services.",Clean Electricity,No. of Beneficaries,0,95800,"Provided access to energy for 95,800 beneficiaries through procurement of 6.7 MW of gas generation and ongoing technical design services.",Denmark,50,,,,,,,134106.0-15,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,1,95800,Energy Access,Electricity Access
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide access to 0.2 MW of renewable energy through solar power installation for 1 hospital, benefiting 10,700 people.",Other,No. of Beneficaries,0,10700,"Provide access to clean energy, namely 0,2 MW of renewable energy through solar power installation for 1 hospital benefiting 10,700 people ",Norway ,50,,,,,,Solar,134106.0-16,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,Health services
134106,Winterization/Energy Sector Recovery ,,64600000,"Provide legislative support for the green energy transition, including distributed energy generation benefiting all population of Ukraine.",Other,No. of Beneficaries,0,35800000,"Provision of legislative support for the green energy transition, including distributed energy generation benefiting all population of Ukraine",,50,,,,,,,134106.0-17,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,Policy and Regulatory Framework
134106,Winterization/Energy Sector Recovery ,,64600000,Support the coordination of energy equipment distribution between the Ministries and Municipalities in Ukraine through a dedicated group of experts working directly in the Ministry of Energy.,Other,No. of Beneficaries,0,35800000,"Dedicated group of experts
(more than 20) working directly in Ministry
of Energy of Ukraine to support the
coordination of energy equipment
distribution between the Ministries and
Municipalities.",Denmark ,50,,,,,,,134106.0-18,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,Other
134106,Winterization/Energy Sector Recovery ,,64600000,Coordinate energy activities across UN entities and other international assistance projects to facilitate strategic alignment and effective implementation.,Other,No. of Beneficaries,0,35800000,"Coordination of energy activities across UN entities and other international assistance projects to facilitate strategic alignment
and effective implementation",Norway ,50,,,,,,,134106.0-19,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,Other
134106,Winterization/Energy Sector Recovery ,,64600000,"Develop a digital platform Energy Programme Information Management System (EPIMS) to address integrated energy needs, facilitating immediate repair work on energy infrastructure and efficiently restore the energy sector.",Other,No. of Beneficaries,0,35800000,"Development of a digital platform Energy Programme Information Management System (EPIMS) to address integrated energy needs, facilitating immediate repair work on energy infrastructure and efficiently restore the energy sector. ",Denmark ,50,,,,,,,134106.0-20,UKR,,Ukraine,804,Europe,Eastern Europe,,yes,,Eastern European Group,RBEC,Lower middle income,,,,High,0,0,Other,Other
142763,PDL-145 Territoires,https://open.undp.org/projects/00142763,619829499,Connect 200 households (2 million people) and implement 172 micro power plants to provide access to energy for around 12 million people in the Democratic Republic of the Congo.,Clean Electricity,Number of people,0,12000000,"2 million .200.000 of households that will be connected & 5.9 average number per people/household. 12 million people with access to energy with the implementation of 172 micro power plants Around 12.000.000 will 
•	# of business connected : needs results about baseline on business : May2023",DRC Gov,,Non-VF,,Close the gap on energy access,,,Hydro,142763.0-1,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,12000000,Energy Access,Electricity Access
142763,PDL-145 Territoires,https://open.undp.org/projects/00142763,619829499,"Connect 286 health facilities and provide services to 2,145,000 people in the Democratic Republic of the Congo through the PDL-145 Territoires project.",Health Services,"Number of people, who benefitted from services ",0,2145000,• 286 of health facilities connected & 7500 number per people benefiting/health facility/ 2 million 145.000 people/territories,DRC Gov,,Non-VF,,Close the gap on energy access,,,,142763.0-2,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,2145000,Energy Access,Health Services
142763,PDL-145 Territoires,https://open.undp.org/projects/00142763,619829499,"Connect schools for 101,760 children in the Democratic Republic of the Congo through the PDL-145 Territoires project.",Education Services,Number of children benefiting from school,0,101760,"•	 of Schools connected & Average number of Children benefiting/school: 101,760 
",DRC Gov,0.4,Non-VF,,Close the gap on energy access,,,,142763.0-3,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,101760,Energy Access,Education Services
142763,PDL-145 Territoires,https://open.undp.org/projects/00142763,619829499,"Connect 1,070 water boreholes and benefit 11,308 people per borehole, reaching a total of 12.1 million people in the Democratic Republic of the Congo.",Water Services,"Number of people, who benefitted from services ",0,5000000,"•	1070 forages of water boreholes connected & 4673 of people benefitting/borehole: In total: 12.1 million people",DRC Gov,,Non-VF,,Close the gap on energy access,,,,142763.0-4,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,5000000,Energy Access,Water Services
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,"Install 120 Kwp of mini-centrals and mini-networks to improve electricity service, provide electricity to rural households, health facilities, and other community services, and ensure electricity supply to production units for job creation and income generation.",Solar,MW installed,0,0.515,"Ce projet est axé sur la promotion de l’accès de la population du territoire ciblé à de meilleures infrastructures sanitaires, des conditions d’eau potable, d’hygiène et des opportunités économiques pour diversifier ses activités et accroître ses moyens de subsistance.
 
L’attention est accordée à :
-L’accès des établissements de santé à des sources fiables d’énergie et d’eau,
-L’accès de la population du territoire ciblé à des opportunités économiques. En tant que contribution à l’effort national pour atténuer les impacts secondaires sanitaires et socio - économiques de la COVID19.
Ce projet prévoit :
-L’installation des mini - centrales et mini-réseaux photovoltaïques pour améliorer le service d’énergie électrique,
-L’électrification et la mise en place de l’approvisionnement en eau dans les centres de santé et autres services essentiels,
-La fourniture de l’électricité aux unités de production et assurer le développement de chaînes de valeur qui augmentent la création d’emplois et les revenus.",PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-1,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,17500,9012.5,Energy Transition,Energy (MW added)
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,"Connect 3,490 households to off-grid solar energy as part of the Green Energy post COVID-19 project in the Democratic Republic of the Congo.",Clean Electricity,Number of households connected,0,3490,Household connected to the off-grid,PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-2,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,3490,Energy Access,Electricity Access
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,Connect 189 small enterprises to solar energy as part of the Green Energy post COVID-19 project in the Dem. Rep. of the Congo.,Other,Number of SMEs connected,0,189,,PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-3,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,0,0,Other,Small Enterprises
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,Connect 29 public institutions to clean electricity through solar technology in the Democratic Republic of the Congo as part of the Green Energy post COVID-19 project.,Clean Electricity,Number of public institutions connected,0,29,,PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-4,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,29,Energy Access,Electricity Access
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,Connect 23 health centers to green energy sources as part of the Projet Green Energy post COVID-19 in the Dem. Rep. of the Congo.,Health Services,Number of health centers connected,0,23,,PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-5,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,23,Energy Access,Health Services
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,https://www.dropbox.com/scl/fi/l3y63sswt3thpkl4jf7j0/Prodoc-en-francais_Pour-Signature_DK.docx?rlkey=5c6x4qy6za2w8qvn7ct62q3w1&dl=0,900000,"Connect 16 social institutions (radio, ONGs etc.) to green energy sources in the Dem. Rep. of the Congo to mitigate the impacts of COVID-19.",Clean Electricity,"Number of social institutions (radio, ONGs etc.) connected",0,16,,PNUD,,VF,,Close the gap on energy access,Electricity Access,,Solar,127148.0-6,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,16,Energy Access,Electricity Access
