,Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),Category,Comments,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Indirect Category,Indirect Taxonomy,Output ID,Country Code,Country,Comment,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Comments ,Expected Outputs,Energy Percent,Donors ,Indirect Beneficiaries,Budget (USD),Unnamed: 13,Donor,Indirect Beneficaries,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 10,Gender (% female).1,Category.1,Comments.1,Unnamed: 8,Unnamed: 9,Indirect Beneficiries,Energy Budget,Budget (Nigerian),Indirect Beneficiary,Budget ,b,Unnamed: 11
201,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Other,"Number of direct [and indirect] primary jobs created in the MG sector, disaggregated by gender, for mini-grid development, operation and productive use. ",Zero,270,"120 direct jobs in minigrid development, including 50 women
150 direct jobs in productive use supported by new AMP-supported, including 75 women",,0.46296296296296297,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-3,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,GHG Emissions Reduction,Greenhouse gas emissions mitigated (metric tons of carbon dioxide equivalent) ,Zero,16836,"(1) 16,836 metric tons of CO2e (direct)
(2) 4,905,000 metric tons of CO2e (indirect) ",,,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-4,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Policy or Regulatory Framework,Number of policy de-risking instruments for minigrid investments identified and adopted by the national government,No de-risking instruments for cooperative minigrids,At least two policy de-risking instruments identified and adopted ,,,,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-5,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Electricity Access,Number of beneficiaries,0,31625,"It can be classified in any category under Productive Use of Energy 

100% of the planned minigrid pilots, as identified in the project’s Minigrid Pilot Plan, are commissioned. ",,0.5,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-6,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Small Enterprises,micro finance institutions are currently providing energy-financing options to households using funds,0,14,"Planned capacity building activities are implemented.
The capacity of targeted recipients is assessed by survey towards the end of the project. On a scale of 1 to 5, an average score of at least 4 is achieved.
- 1 represents a low level of capacity
- 5 represents a strong capacity to understand relevant issues and apply knowledge and skills to find effective solutions",,,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-7,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Policy or Regulatory Framework,Number of new government- or impact investor-supported financing mechanisms offering concessional finance for renewable minigrids. ,Zero (through mechanism or facility supported by AMP),,"At least one new complementary funding instrument is designed by AMP and operational.
At least one renewable mini-grid project has managed to obtain concessional finance (i.e. sign the relevant agreements) through the designed complementary funding instrument.",,,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-8,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,127444.0, National Child Project under the Africa Minigrids Program - Ethiopia,PIMS+ https://co.pims.undp.org/project/view?id=6338,16664577.0,Policy or Regulatory Framework,A project digital strategy is prepared and implemented by the PMU to contribute to project implementation and local minigrid market development. ,Zero,,"The project digital strategy is implemented.
Recommendations for rolling out digital solutions for minigrids at national level have been shared with key national stakeholders. ",,,Non-VF,,,Close the gap on energy access,Renewable Energy,,,,127444.0-9,ETH,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"6161, 106273",Emissions Trading and MRV in Belarus,https://co.pims.undp.org/project/view?id=6161,840000.0,Electricity Access,Number of people benefiting from the project,0,136600,"Planned pilot territories: Polock, Bereza, Novogrudok
Risks: Coordination issues and delay in activities may arise due to the need to synchronize decision-making for funding allocation for pilot projects between different agencies involved.

4,300 m2 Scale of lighting sector MRV system (number of lighting fixtures covered by MRV) in line with international best practices and requirements

Population of Polock: 79,960 people
Population of Bereza: 28,619 people
Population of Novogrudok: 28,021
Total number of beneficiaries: 136,600 people",GEF,,"VF, Non-VF",,,Close the gap on energy access,Electricity Access,,,,"6161, 106273-1",BLR,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,79213,Bahrain Unit for Sustainable Energy,http://open.undp.org/projects/00079213,7254715.0,Policy or Regulatory Framework,,,,"The project ended in July 2022 - National Energy Efficiency Action Plan, 
National Renewabale Energy Action Plan, 
Net-metering Policy. Benficiaries: Bahrain population","Gov. of Bahrain, 
Office of Minister of Energy",,Non-VF,,,Close the gap on energy access,Electricity Access,,,,79213-1,BHR,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,107296.0,Support to increased production of and access to renewable energy systems in East and West Sepik Provinces (STREIT),https://open.undp.org/projects/00106668,3954035.0,Policy or Regulatory Framework,Support provided at policy and strategy levels to the Government of PNG on inclusion of food and agriculture in renewable energy development,0,5.0,Develop policy notes for senior decision makers on renewable energy supply and demand among rural communities.,EU,,,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,107296.0-1,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,107296.0,Support to increased production of and access to renewable energy systems in East and West Sepik Provinces (STREIT),https://open.undp.org/projects/00106668,3954035.0,Policy or Regulatory Framework,Development of TOR for the Energy Sector Working Group. Energy Sector Working Group meetings conducted.,0,2.0,"Approx. 39,000 ( 41 Villages ) total population,  will benefit from 2  health clinic solar installed site in East and West Sepik and  4000 Teachers and Children will benefit from 4 schools in east and west Sepik. ",EU,,,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,107296.0-2,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,107296.0,Support to increased production of and access to renewable energy systems in East and West Sepik Provinces (STREIT),https://open.undp.org/projects/00106668,3954035.0,Policy or Regulatory Framework,Support accreditation and certification system and capacity building,0,4.0,Conduct Gap Analysis of current legislations and regulations for RE licensing systems. Report outlining gaps in current licensing and accreditation arrangements and recommendations,EU,,,,,Accelerating just energy transition,Renewable Energy,,Legal Framework,Renewable EnergyEnergy Infrastructure,107296.0-3,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,107296.0,Support to increased production of and access to renewable energy systems in East and West Sepik Provinces (STREIT),https://open.undp.org/projects/00106668,3954035.0,Policy or Regulatory Framework,"Advocate, communicate and lobby for policy support and uptake of renewable energy initiatives",0,,Develop and deploy awareness campaigns for RE policy development for policy makers in the East and West Sepik Provinces,EU,,,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,107296.0-4,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,107296.0,Support to increased production of and access to renewable energy systems in East and West Sepik Provinces (STREIT),https://open.undp.org/projects/00106668,3954035.0,Electricity Access,Install solar power-generated electricity at selected public facilities such as Schools and Hospitals.,0,43000.0,"43000 total population will benefit, in the 6 solar installed site, including 4 schools and 2 health clinics covers 41 villages  and all these are direct benefit of  STREIT project 107296",,,,,,Accelerating just energy transition,Renewable Energy,,,Renewable EnergyEnergy Infrastructure,107296.0-5,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,100396.0,Enhancing Green Transformation in the Pacific towards Net-Zero Emissions and Climate-Resilient Development for Peace ,,3726000.0,Energy (MW added),Micro Solar Farm with output of 1 MW added.,0,1.0,It is part of Regional Pacific Green Transformation Project.,Japan,,,,,Accelerating just energy transition,Renewable Energy,,,,100396.0-1,PNG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Electricity Access,number of isolated households with access to a nano-power grid,0.0,50 HH,,,,,"Note for CO: Missing targets for some outputs (all outputs need quantified targets). Please also check Project IDs and titles: the titles are the project titles, and each project should have a single ID.",,,,,,,UNDP-MDG-00132364-1,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Agricultural Services,number of households using renewable energy to develop their economic's activity,0.0,100 HH,,,,,,,,,,,,UNDP-MDG-00132364-2,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Other Energy Services,number of communal institutions with access to energy for digitalization and improvement of their services,0.0,150,,,,,,,,,,,,UNDP-MDG-00132364-3,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Clean Cooking,Quantity of firewood saved,0.0,0,,,,,,,,,,,,UNDP-MDG-00132364-4,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Small Enterprises,quantity of oil extracted in an ecological way per year,0.0,0,,,,,,,,,,,,UNDP-MDG-00132364-5,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"UNDP-MDG-00129975
UNDP-MDG-00129976",Résilience & Dvpt Territorial ,,2286000.0,Electricity Access,number of households connected to the power grid,0.0,6569 HH,"6 solar PV-Diesel hybrid minigrids are already operational, 2 are being set up",,,,,,,,,,,"UNDP-MDG-00129975
UNDP-MDG-00129976-1",MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"UNDP-MDG-00129975
UNDP-MDG-00129976",Résilience & Dvpt Territorial ,,2286000.0,Education Services,number of public school students with access to energy,0.0,300,,,,,,,,,,,,"UNDP-MDG-00129975
UNDP-MDG-00129976-2",MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"UNDP-MDG-00129975
UNDP-MDG-00129976",Résilience & Dvpt Territorial ,,2286000.0,Medium Enterprises,number of economic activities using the power grid,0.0,63,,,,,,,,,,,,"UNDP-MDG-00129975
UNDP-MDG-00129976-3",MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,UNDP-MDG-00132364,Africa mini grids projects,,824590.0,Health Services,number of hospital patients benefiting from a clean energy source,0.0,150000,"5 hospitals are operational, commissionned",,,,,,,,,,,UNDP-MDG-00132364-6,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,UNDP-MDG-00129975,Résilience & Dvpt Territorial ,,54458.0,Clean Cooking,amount of fuel saved per day,0.0,3250,"The targets in terms of quantity of fuel saved are not contained in the project prodoc. I have taken the liberty of making a small estimate.
A household can consume around 1 to 2 kg of charcoal and/or 5 kg of wood per day. Assuming that half of the planned cooking stoves are wood-burning and the other half charcoal-burning, and assuming an energy efficiency of 50 percent, we get this result. The amount of fuel avoided is 3250 kg per day, including 750 kg of charcoal.",,,,,,,,,,,UNDP-MDG-00129975-1,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,UNDP-MDG-00123355,Financement Intégré Energies R,,8748560.0,Electricity Access,"Access to energy through installed renewable energy capacity (solar PV, hydro, wind, etc. )",,29600,Solar & hydro power generation ,,,,,,,,,,,UNDP-MDG-00123355-1,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,UNDP-MDG-00123355,Financement Intégré Energies R,,8748560.0,Clean Cooking,"Access to clean cooking (direct access to clean cook stoves, clean fuels, biomass, etc.)",0.0,8400,Bioethanol,,,,,,,,,,,UNDP-MDG-00123355-2,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,UNDP-MDG-00123355,Financement Intégré Energies R,,8748560.0,Entrepreneurship Training,Training for enterprises on the energy business is assumed to result in at least 100 direct beneficiaries,0.0,45,"The incubator's objective is to incubate/accelerate 15 companies/projects per incubation cycle, i.e. a total of 45 companies or start-ups.",,,,,,,,,,,UNDP-MDG-00123355-3,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,UNDP-MDG-00123355,Financement Intégré Energies R,,8748560.0,Electricity Access,"Access to electricity (direct access to electricity, lighting,  heating, cooling etc.)",,42000,,,,,,,,,,,,UNDP-MDG-00123355-4,MDG,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Not yet available,1400000000.0,nan,Increase in the national electricity generation capacity (in MW),0.0,4986.0,,Can you please provide the donors of the projects ? ,,,,,,,,,,missing-VEN-1-1,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Not yet available,1400000000.0,nan,,,,,"Within the framework of the signing of the second Partial Agreement between the Government and the Unitary Platform of the opposition, held in Mexico City, on November 26, 2022. It was agreed to create a Trust Fund, to be administered by the UN, made up of for the resources of the Bolivarian Republic of Venezuela that were blocked in the international financial system, as a consequence of the sanctions imposed on Venezuela. These funds can be accessed progressively and will be used in cooperation with the United Nations System to address the following national priority sectors,  health (PAHO), education (UNICEF) and electricity (UNDP). UNDP was assigned the responsibility of managing the resources for the stabilization of the existing national electrical system, for an amount of USD 1,396 million, to improve the quality of the electric service  therefore reducing cuts in the electrical supply to homes, industries and businesses.  To achieve this objective, the funds will be used to recover part of the installed generation capacity, both thermoelectric and hydroelectric, update and improve priority sectors in energy transmission and modernize the control and command system.",,,,,,,,,,missing-VEN-1-2,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Not yet available,1400000000.0,nan,,,,,,,,,,,,,,,missing-VEN-1-3,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Not yet available,1400000000.0,nan,,,,,,,,,,,,,,,missing-VEN-1-4,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Not yet available,1400000000.0,nan,,,,,,,,,,,,,,,missing-VEN-1-5,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Energy (MW added),National generation capacity,75,77,Generation capacity increased by 0.08MW today,,,Non-VF,,j,Close the gap on energy access,Renewable Energy,,,,91460-1,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Electricity Access,Number of households receiving electricity from the mini grids,0,940 HH,100 (25 households x Avg 4people/households) are benefinting from electricity generated from the one of operationalized mini-grids,,,,,j,Accelerating just energy transition,Electricity Access,,,,91460-2,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Education Services,Number of Students ,0,1540,Two (2) schools connnected to electricity generated from mini-grids hence benefiting approximately ,,,,,,,,,,,91460-3,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Other Energy Services,Number of other public buildings (eg Police stations),0,200,One police station connected to electricity,,,,,,,,,,,91460-4,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Health Services,Number of health centres connected to electricity from mini-grids,0,120,Two (2) health centres connected to electricity and one of them now able to offer additional service (X-ray service) to  30 patients per year (i.e 20 patients/wk X 4wks X 12months),,,,,,,,,,,91460-5,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Small Enterprises,Number of SMEs,0,18,,,,,,,,,,,,91460-6,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,91460,Sustainable Energy For ALL,5367 Lesotho Sustainable Energy for All (undp.org),720000.0,Other Energy Services,Number of households acessing renewable energy,1500 HH,8000 HH,Additional 540 people (135 households x 4person/households) supported to access energy through renewable technologies.,,,,,j,,,,,,91460-7,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,missing-LSO-1,UNDP Moonshot: Greening the UN House,,57000.0,Energy (MW added),MW installed,0,0.059,,,,Non-VF,,j,,,,,,missing-LSO-1-1,LSO,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,00132730,"Climate Adaptation, Water and Energy Programme",,14251782.0,Electricity Access,Number of people with improved access to clean energy as a result of set up/connected to solar micro/minigrids/Solar Home systems. Disaggregated by (i) community  (ii) sex (iii) age (iv) disability,0,21499,,FCDO,,Non-VF,,j,Accelerating just energy transition,Electricity Access,,,,00132730-1,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,00132179,TRAC  2 Energy Offer project ,,1500000.0,Electricity Access,"Number of households who gained access to clean, affordable, and sustainable energy",0,500 HH,,TRAC 2,,Non-VF,,j,Accelerating just energy transition,Electricity Access,,,,00132179-1,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,"There are other outputs. The project invested in pre-feasibility studies of 10 solar mini grids, full feasibility of 5 solar mini-grids, development of a National Viability Gap funding for community energy projects, Coordination activties, Capacity building activities. About $900K went directly into energy infrastructure ",,,,,,,,,,,,,
245,00132179,TRAC  2 Energy Offer project ,,1500000.0,nan,Number of off grid renewable energy projects financed and implemented successfully,0,2,,TRAC 2,,Non-VF,to the CO: Please estimate total MW for the project.,j,Close the gap on energy access,Renewable Energy,,,,00132179-2,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,00132179,TRAC  2 Energy Offer project ,,1500000.0,Policy or Regulatory Framework,"Extend to which Ministry of Energy is able to coordinate renewable energy activities, convene stakeholders and track specific technology penetration across the country.",0,,"2 Investment forums, 1 Analytic roadmap for energy transition",TRAC 2,,Non-VF,,j,Close the gap on energy access,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,00132179-3,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,00132179,TRAC  2 Energy Offer project ,,1500000.0,Energy (MW added),Increase (in kilowatt peak) in installed renewable energy capacity per technology (solar) in selected areas,0,0.358,358 kWp of solar,TRAC 2,,Non-VF,to the CO: Please estimate total MW for the project.,j,Close the gap on energy access,Renewable Energy,,,,00132179-4,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,00133752,Joint SDG Fund Project ,,45000000.0,Energy (MW added),Total clean energy produced throughut the life of the project,0,48,,Joint SDG Fund,,Non-VF,,j,Close the gap on energy access,Renewable Energy,,,,00133752-1,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,missing-ZWE-1,Solar for Health (S4H),,21312267.61,Health Services,Number of Health Care Facilities with access to solar energy ,1044,1044000,Estimate of 1000 per health facility is used,Global Fund (Next phase will be funded by GCF),,Non-VF,,,Close the gap on energy access,Renewable Energy,Solar4Health,,,missing-ZWE-1-1,ZWE,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,133742.0,Fortalecimiento institucional CENACE,https://open.undp.org/projects/00146913,200000.0,Capacity Training,Number of officers with strengthen capacities in energy and related topics,0.0,160.0,30 CENACE officers have receivied different specialized trainings in energy and related topics to strenghthen their technical capacities,,,,,,Accelerating just energy transition,Electricity Access,,,,133742.0-1,ECU,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,110180.0,Fortalecimiento a la gestión ambiental,https://open.undp.org/projects/00110105,439879.0,Policy or Regulatory Framework,Participative construction of the Strategic Plan for Electric Vehicles and Electric Buses,,,"The construction of the Strategic Plan includes:
- Electric Vehicles and Buses grow scenario
- 10 years scenario for electric mobility
- Identifiying the capacities and necesities of the EEQ according to the growing demand 
",,,,estimate indirect for this project,,Accelerating just energy transition,Electricity Access,,Incentives and Support,Transport,110180.0-1,ECU,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,110180.0,Fortalecimiento a la gestión ambiental,https://open.undp.org/projects/00110105,439879.0,Policy or Regulatory Framework,Management Model for the commercialization of electricity for Vehicles and Buses,,,"3 Management Models:
- Public commercialization
- PPA
- Private commercialization",,,,,,,,,,,110180.0-2,ECU,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,110180.0,Fortalecimiento a la gestión ambiental,https://open.undp.org/projects/00110105,439879.0,Capacity Training,Capacity building for electric mobility in the EEQ,,,Building capacities in the electric mobility theme with experts throug an event,,,,,,,,,,,110180.0-3,ECU,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,6411.0,Sustainable Cities Impact Program - Morocco,PIMS+,9416167.0,Energy Infrastructure Services,Direct project beneficiaries ,0.0,928850,The global objective of the project is to foster integration and innovative urban planning and financing for Marrakech’s sustainable development,,,VF,"this corresponds to the number of beneficiaries of the project activities (electric buses, electric motorcycles, public lighting, energy efficiency measures in hotel establishments",,,,,,,6411.0-1,MAR,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,5284.0,PV pumping systems for irrigation,PIMS+,2639726.0,Water Services,Number of people (Man and woman) benefiting from improved access to sustainable energy platforms,0.0,3750 HH,"3,750 solar pumping systems benefiting to 3,750 rural households composed on average of 5 persons each",,,VF,,,,,,,,5284.0-1,MAR,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,5284.0,PV pumping systems for irrigation,PIMS+,2639726.0,nan,,,,,,,,,,,,,,,5284.0-2,MAR,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,5284.0,PV pumping systems for irrigation,PIMS+,2639726.0,nan,,,,,,,,,,,,,,,5284.0-3,MAR,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,6542.0,PASBET,PIMS+,3439041.0,Electricity Access,No. of direct project beneficiaries disaggregated by gender (individual people),0,267380.0,,GEF,,VF,,,Accelerating just energy transition,Electricity Access,,,,6542.0-1,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6542.0,PASBET,PIMS+,3439041.0,nan,No. of established and commercially operated sustainable woody biomass production facilities.,0,3.0,"In total there are 3 new sustainable woody biomass production facilities are expected to be completed by the end of the project, one in each province of Punjab, Sindh and Balochistan)",GEF,,VF,,,Accelerating just energy transition,Renewable Energy,,,,6542.0-2,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6542.0,PASBET,PIMS+,3439041.0,Energy (MW added),MW,0,5.4,"This involves the installation of a collective total woody biomass-based power generation capacity of 5.4 MW in the 4 provinces to supply of electricity to supply unelectrified rural villages. If 5.4 MW is generated using fossil fuel (e.g., NG based genset) it will require fossil fuel energy equivalent of 3.8 ktoe. Similar energy can be displaced by sustainable woody biomass fuels. By mid-term it is estimated that 40% of the total will be completed.",GEF,,VF,,,Close the gap on energy access,Renewable Energy,,,,6542.0-3,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6542.0,PASBET,PIMS+,3439041.0,Entrepreneurship Training,Cumulative number of new jobs created in the application of sustainable biomass energy technologies and techniques in the rural areas.,0,7110.0,"No. of people with jobs in rural areas. Refined activity participation rates in rural areas: 47.1% (Male 68.4%, female 25.6%). Govt of Pakistan Labour Force Survey 2017/18",GEF,,VF,,,Accelerating just energy transition,Renewable Energy,,,,6542.0-4,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,6542.0,PASBET,PIMS+,3439041.0,nan,Cumulative number of sustainable biomass energy projects in rural areas that are facilitated by approved and effectively enforced policies and laws/regulations that promote the commercial production and use of sustainable biomass-based energy.,0,32.0,"No. of people with jobs in rural areas. Refined activity participation rates in rural areas: 47.1% (Male 68.4%, female 25.6%). Govt of Pakistan Labour Force Survey 2017/18",GEF,0.256,VF,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,6542.0-5,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6542.0,PASBET,PIMS+,3439041.0,nan,Cumulative number of rural villages that develop and implement energy-integrated development plans that include the commercial production and utilization of sustainable woody biomass.,0,40.0,This is 10 villages in each 4 provinces,GEF,,VF,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,6542.0-6,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,6542.0,PASBET,PIMS+,3439041.0,Policy or Regulatory Framework,"No. of developed, approved, enforced, and implemented concrete regulations and policy instruments as part of the RE law to include market-based targets of biomass-based energy, particularly woody biomass",0,5.0,"All five (5) policies that are approved, implemented, and enforced in line with the targets of Biomass based power generation included in the National RE Policy.",GEF,,VF,,,Accelerating just energy transition,Renewable Energy,,Incentives and Support,Renewable EnergyEnergy Infrastructure,6542.0-7,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,6542.0,PASBET,PIMS+,3439041.0,Policy or Regulatory Framework,Cumulative no. of standards for equipment to use woody biomass for energy generation and EE utilization established and enforced,0,4.0,Standards opted by relevant authorities and provincial authorities as part of the procurement,GEF,,VF,,,Accelerating just energy transition,Energy Efficiency,,Incentives and Support,Energy Efficiency,6542.0-8,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,134230.0,Climate Promise-II ,,540000.0,Policy or Regulatory Framework,Develop Electric Vehicle Regulatory Framwork,0,1.0,Electric Vehicle Regulatory Framework to be formulated and approved by 2023 ,Climate Promise ,,Non-VF,,,Accelerating just energy transition,Energy Efficiency,,Incentives and Support,Energy Efficiency,134230.0-1,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,134230.0,Climate Promise-II ,,540000.0,Policy or Regulatory Framework,Develop/Revise Building Energy Codes for Pakistan ,0,1.0,Building Energy Codes to be formulated/revised  and approved by 2023,Climate Promise ,,Non-VF,,,Accelerating just energy transition,Energy Efficiency,,Incentives and Support,Energy Efficiency,134230.0-2,PAK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
