Project ID,Project Title,Country,Country Code,Link,VF or Non-VF,Status of Prodoc,Notes,,,
118209,Engender ,Belize,BLZ,,Non-VF,,,,,
118585,Tiendas Comunitarias - Chocó,Colombia,COL,"https://pnudcolombia.exposure.co/juntas-y-poderosas

https://www.youtube.com/watch?v=h6buc3MubaY

https://open.undp.org/projects/00123292",Non-VF,,,,,
120120,"Enhancing Namibia’s capacity to establish a comprehensive Transparency Framework for Measurement, Reporting and Verification (MRV) of climate actions and reporting on NDC implementation under the Paris Agreement",Namibia,NAM,https://co.pims.undp.org/project/view?id=6337,Non-VF,,,,,
120932,"Apoyo a la revitalización del empleo en la cadena de producción ganadera de la provincia de Guantánamo, en la etapa de Recuperación post COVID-19",Cuba,CUB,Empleo Autoabastecimiento COVID-19 | UNDP Transparency Portal,Non-VF,,,,,
121587,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",Mali,MLI,,Non-VF,,,,,
121913,Solar Energy System for KY WWTP,Prog for Palestinian People,PSE,http://open.undp.org/projects/00121913,Non-VF,,,,,
122627,Climate Action for Human Security ,Iraq,IRQ,,Non-VF,,,,,
124574,Strengthening Local Climate Action,Kosovo,XXK,"https://www.undp.org/kosovo/projects/strengthening-local-climate-action-project#:~:text=The%20project%20supports%20Kosovo%20municipalities,Municipality%20of%20Suharek%C3%AB%2FSuva%20Reka.",Non-VF,,,,,
124794,"Achieving Sustainable Low Carbon Growth in the City through Electrified Urban Transport System in Thailand (E-Transport in LCC)"" UNDP-UK PACT Project",Thailand,THA,https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00124794%20E-Transport%20in%20LCC?csf=1&web=1&e=VaOW8z,Non-VF,,,,,
124835,Tiendas Comunitarias - La Guajira,Colombia,COL,"https://www.undp.org/es/colombia/news/en-la-guajira-mujeres-rurales-lideran-tiendas-comunitarias-para-su-empoderamiento-econ%C3%B3mico
https://www.youtube.com/watch?v=6vtlQRzqaUw
https://open.undp.org/projects/00132166",Non-VF,,,,,
124853,Ten Country: Scaling Solar Applications for Agricultural Use,Mali,MLI,,Non-VF,,,,,
125754,Mainstreaming Environmental Sustainability and Clean Energy Access in the 3RP: The Case for Action: Renewable Energy Training for Forcibly Displaced and Vulnerable Young Men and Women in Iraq  ,Iraq,IRQ,,Non-VF,,,,,
125900, Global Fund Project - Solar for Health,South Sudan,SSD,,Non-VF,,,,,
126004,Youth Empowerment and Employment,Sierra Leone,SLE,https://estm.fa.em2.oraclecloud.com/fscmUI/faces/FuseWelcome?_adf.ctrl-state=1bhjjzg4kz_5,Non-VF,,,,,
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,Dem. Rep. of the Congo,COD,,Non-VF,,,,,
127444, National Child Project under the Africa Minigrids Program - Ethiopia,Ethiopia,ETH,PIMS+ https://co.pims.undp.org/project/view?id=6338,VF,,,,,
127730,JSB-NZE 2021 project ,India,IND,,Non-VF,,,,,
128651,Stockholm plus 50,Sierra Leone,SLE,https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Ffinance.partneragencies.org%2Fpsp%2FUNDPP1FS%2FEMPLOYEE%2FERP%2Fc%2FESTABLISH_AWARDS.GM_BUD_DETAIL.GBL%3FPage%3DPC_BUD_DETAIL2%26BUDGET_PERIOD%3D3%26BUSINESS_UNIT%3DUNDP1%26PC_BUDGET_ID%3D1%26PC_BUD_TYPE%3DC%26PROJECT_ID%3D00128651%26Action%3DU&data=05%7C01%7Ctanzila.sankoh%40undp.org%7C8b842e0b18fc40bce26a08db6cfa8896%7Cb3e5db5e2944483799f57488ace54319%7C0%7C0%7C638223595505234431%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&sdata=r2G6QQR%2Fxul%2BDT8sJoORs9dWDHelO9mkedvPC1PoM%2Fs%3D&reserved=0,Non-VF,,,,,
128990,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency",Bhutan,BTN,JSB,Non-VF,,,,,
129014,Africa Migrid Program,Mali,MLI,,Non-VF,,,,,
129029,Solar photovoltaic project ,Bhutan,BTN,JSB,Non-VF,,,,,
129076,Project to support the energy transition in the context of the implementation of the NDC ,Senegal,SEN,,Non-VF,,,,,
129706,EU4Schools Phase II (Albania),Albania,ALB,https://open.undp.org/projects/00129706,Non-VF,,,,,
130275,Promote small-scale PV-UNDP-EGY,Egypt,EGY,Quantum ,Non-VF,,,,,
130610,Multilateral Support to COP27,Egypt,EGY,Qunatum,Non-VF,,,,,
130633,Catalysing a Sustainable Shift towards E-mobility (March 2022-March 2023) ,Viet Nam,VNM,https://www.undp.org/vietnam/projects/catalysing-sustainable-shift-towards-e-mobility,Non-VF,,,,,
130635,"Promotion of carbon markets in Namibia for an enhanced implementation of the nationally determined contributions (NDC) towards net-zero emissions and climate-resilient development, in response to the climate emergency.",Namibia,NAM,https://sway.office.com/nRDTcZhPyGGgaC6k?ref=Link,Non-VF,,,,,
130710,UNDP CAMEROUN GOES GREEN: SUPPORT FOR THE ACHIEVEMENT OF SUSTAINABLE MOONSHOT OBJECTIVES,"Cameroon, Republic of",CMR, Cameroun Energy Project,Non-VF,,,,,
130766,"Climate Promise Project- ""Growth Through Green and Rapid Recovery from Covid-19""",Kosovo,XXK,https://climatepromise.undp.org/what-we-do/where-we-work/kosovo,Non-VF,,,,,
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,Moldova Republic,MDA,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,Non-VF,,,,,
131201,Paix Verte,Mauritania,MRT,,Non-VF,,,,,
132059,Rural Energy Market Transform (AREMTI),Afghanistan,AFG,https://open.undp.org/projects/00132059,Non-VF,,,,,
132179,TRAC  2 Energy Offer project ,Zimbabwe,ZWE,,Non-VF,,,,,
132688,Projet d’Electrification  Rurale en Zones Isolées (PERZI),Mauritania,MRT,,Non-VF,,,,,
132730,"Climate Adaptation, Water and Energy Programme",Zimbabwe,ZWE,,Non-VF,,,,,
133573,Emergency support for agri-producers /energy technologies ,Moldova Republic,MDA,https://www.undp.org/moldova/projects/emergency-support-agri-producers-context-socio-economic-climate-and-energy-crisis,Non-VF,,,,,
133752,Joint SDG Fund Project ,Zimbabwe,ZWE,,Non-VF,,,,,
133871,Beyond Recovery COVID19 Energy,Panama,PAN,"https://www.undp.org/es/panama/noticias/dos-aguas-y-un-proyecto-de-energia-solar-para-alcanzar-energia-sostenible

https://open.undp.org/projects/00133871",Non-VF,,,,,
134019,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",Viet Nam,VNM,N/A yet,Non-VF,,,,,
134106,Winterization/Energy Sector Recovery ,Ukraine,UKR,,,,,,,
134230,Climate Promise-II ,Pakistan,PAK,,Non-VF,,,,,
134586,Climate Promise: From Pledge to Impact,Bangladesh,BGD,,Non-VF,,,,,
135714,"Supporting Resilient Livelihoods, Food Security and Clim",Yemen,YEM,http://open.undp.org/projects/00135714,Non-VF,,,,,
138844,ABADEI 1.0 (PIP),Afghanistan,AFG,https://open.undp.org/projects/00138844,Non-VF,,,,,
140158,"Strengthened Community Resilience through Energy Efficiency and Low
Emission Development",Armenia,ARM,,Non-VF,,,,,
141162,Support to sustainable and climate-friendly forest management practices in Georgia  ,Georgia,GEO,https://www.undp.org/georgia/projects/sustainable-forest-management,Non-VF,,,,,
143651,Strengthening Community Safety Well-being and Humanitarian Security in Afghanistan ,Afghanistan,AFG, ,Non-VF,,,,,
144123,UNDP-NIO CLEAN PARK PROJECT,China,CHN,https://open.undp.org/projects/00144123,Non-VF,,,,,
144270,Green Finance Facility to Improve Air Quality and Combat Climate Change in North Macedonia,North Macedonia,MKD,https://open.undp.org/projects/00144270,Non-VF,,,,,
147445, Sustainable Energy Services for Education and Health in Afghanistan (SESEHA),Afghanistan,AFG,https://open.undp.org/projects/00147445,Non-VF,,,,,
1000157,Promotion of Human Security ,Ukraine,UKR,,,,,,,
1000194,Strengthening Systems Approach for SDGs in Mongolia (SASiM),Mongolia,MNG,,Non-VF,,,,,
1000235,"Strengthening and building resilience of Namibia’s peri-urban communities to climate change through climate-smart agricultural production, access to solar technologies, climate information and early-warning system.",Namibia,NAM,https://co.pims.undp.org/project/view?id=4711,Non-VF,,,,,
1000316,Scaling Solar Applications for Agricultural Use,India,IND,,Non-VF,,,,,
1000347,Renewable Energy for Sustainable Forest Management and Community Resilience in Machakhela Protected Areas,Georgia,GEO,https://www.undp.org/georgia/projects/machakhela-forest-management,Non-VF,,,,,
1000353,Strengthening Smallholder Farmers and Micro/Home-Based Agriculture industries for Enhanced Food & Livelihood Security,Sri Lanka,LKA,https://open.undp.org/projects/00100353 ,Non-VF,,,,,
1000354,JSB-NZE 2022 project,India,IND,,Non-VF,,,,,
1000372,ABADEI 2.0,Afghanistan,AFG, ,Non-VF,,,,,
1000378,"Multidimensional response to emerging human security challenges - ""Biomass revitalization""",Moldova Republic,MDA,https://www.undp.org/moldova/projects/multidimensional-response-emerging-human-security-challenges-moldova,Non-VF,,,,,
1000417,Green Transformation ,Timor-Leste,TLS,,Non-VF,,,,,
1000418,CAP-IT,Samoa,WSM,,Non-VF,,,,,
1000518,Sudan-Scaling Solar Applications for Agricultural Use (SSAAU),Sudan,SDN,,Non-VF,,,,,
1061012,Scaling up E-mobility and mechanisms for promoting investments in green projects in Viet Nam (March 2023 - March 2024,Viet Nam,VNM,,Non-VF,,,,,
10046575,"Provision & Installation of Solar Powered Streetlights along Trench Line, Ngarannam, Mafa L.G.A, Borno State",Nigeria,NGA,,Non-VF,,,,,
"00080877, 00097821, 00080982, 00109097",UNDP Country Office ,South Sudan,SSD,,Non-VF,,,,,
"00104634, 00104636","Disarmament, Demobilization and Reintegration (DDR)",South Sudan,SSD,,Non-VF,,,,,
00110796(AC Unit) & 00117012 (PMU),HCFC Phase-Out Management Plan (HPMP Stage-II) For Compliance with the 2020 and 2025 Control Targets Under the Montreal Protocol,Bangladesh,BGD,HPMP II (AC Unit); HPMP II (PMU),Non-VF,,,,,
00131399 (UNDP CO TRAC),National Human Development Report (NHDR) on Energy-Induced Vulnerabilities in the Kyrgyz Republic,Kyrgyzstan,KGZ,https://www.undp.org/kyrgyzstan/projects/national-human-development-report-2024-energy-induced-vulnerabilities,Non-VF,,,,,
132455 ,Climate Promise II: from Pledge to Impact,Lao PDR,LAO,https://undp-my.sharepoint.com/:w:/r/personal/benjamin_rapp_undp_org/Documents/Public/ProDoc%20CP%20II%20-%20Final%20Draft_updated250523%20Tx.docx?d=wb4fecac79120493cb018c6c063ab65b7&csf=1&web=1&e=cTjXPA,Non-VF,,,,,
4979-2,Benin NAPA LDCF 2 TRAC 2,Benin,BEN,TRAC 2: Access of vulnerable and neglected communities to sustainable and affordable energy through the promotion of Smart sustainable Energy Hubs,VF,,,,,
5492 / 00101330,Moldova Green Cities,Moldova Republic,MDA,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,Non-VF,,,,,
CIV10- CIV10-00131158,"Engagement des jeunes et des femmes pour la prévention des crises, la stabilité sociale, la consolidation de la paix et la réduction de la violence communautaire dans le nord de la Côte d'Ivoire",Cote d'Ivoire,CIV,https://undp.sharepoint.com/:w:/r/teams/CIV/Archive/Unite%20Programme/Portfeuille%20gouvernance/Prodoc_PVE_RC_Version%20du%2008042022_finale.doc?d=w3ccf70e3a98f49ed99731f086fb1f089&csf=1&web=1&e=mlUAt4,Non-VF,,,,,
CKT-NGA10-2021-62,"Construction of Drilling, Installation and Reticulation of Two (2) Deep Aquifer (Underground Water Wells) Solar Driven Boreholes at Ngarannam, Mafa LGA, Borno State",Nigeria,NGA,,Non-VF,,,,,
CKT-NGA10-2021-63,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 1)",Nigeria,NGA,,Non-VF,,,,,
CKT-NGA10-2021-64,"PROVISION AND INSTALLATION OF SOLAR POWERED STREETLIGHTS AT NGARANNAM, MAFA LGA, BORNO STATE (LOT 2)",Nigeria,NGA,,Non-VF,,,,,
CKT-NGA10-2022-030,"DRILLING OF TWO (2) MIDDLE AQUIFER BOREHOLES IN BANKI POLICE BARRACK AND IMMIGRATION QUATER PREMISES BANKI, BAMA LGA BORNO STATE",Nigeria,NGA,,Non-VF,,,,,
CMR/SGP/OP7/Y1/CORE/CC/2022/04 ,GEF Small Grants Programme,"Cameroon, Republic of",CMR, Cameroun Energy Project,Non-VF,,,,,
missing-countryCode-1,Photovoltaics in Punta Negra- Accessing Low Carbon Energy.,Belize,BLZ,,,,,,,
missing-DZA-1,Italy UNDP Energy Partnership-Algeria,Algeria,DZA,https://www.undp.org/romecentre/undp-italy-energy-partnership,,,,,,
missing-KEN-1,JSB- ACCELERATING CLEAN COOKING ACTION IN KENYA,Kenya,KEN,,Non-VF,,,,,
missing-KEN-2,SOLAR POWERWED COLD STORAGE FACILITIES TO REDUCE POST HARVEST LOSSESS,Kenya,KEN,,Non-VF,,,,,
missing-LSO-1,UNDP Moonshot: Greening the UN House,Lesotho,LSO,,Non-VF,,,,,
missing-MMR-1,"UNDP-SPM Partnership for rural electrification
(Concept developed subject to resource mobilization)",Myanmar,MMR,,Non-VF,,,,,
missing-RWA-1,Strengthening Capacities of the ENR Sector for Green Economy Transformation (SCENR),Rwanda,RWA,,Non-VF,,,,,
missing-STP-1,Green Infrastructure for Health and Education in Sao Tome and Principe,Sao Tome & Principe,STP,,Non-VF,,,,,
missing-SWZ-1,UNDP Moonshot: Greening the UN House,Eswatini,SWZ,,Non-VF,,,,,
missing-SWZ-2,UNDP Moonshot: Electric Vehicle,Eswatini,SWZ,,Non-VF,,,,,
missing-VEN-1,"Ensuring access to affordable, secure, sustainable and modern energy for all (SDG 7)",Venezuela,VEN,Not yet available,Non-VF,,,,,
missing-ZAF-1,Just Energy Transition Platform,South Africa,ZAF,,Non-VF,,,,,
missing-ZAF-2,Just Inclusive Energy Transition ,South Africa,ZAF,,Non-VF,,,,,
missing-ZMB-1,Solar For health,Zambia,ZMB,,Non-VF,,,,,
missing-ZMB-2,Greening UNDP Office,Zambia,ZMB,,Non-VF,,,,,
missing-ZWE-1,Solar for Health (S4H),Zimbabwe,ZWE,,Non-VF,,,,,
NGA10-0000026575,"PROVISION AND INSTALLATION OF 12 SOLAR STREET LIGHTS BANKI TOWN, BAMA LGA, BORNO STATE",Nigeria,NGA,,Non-VF,,,,,
NGA10-0000026576,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN PRIMARY SCHOOL, BANKI",Nigeria,NGA,,Non-VF,,,,,
NGA10-0000026603,"SUPPLY AND INSTALLATION OF 5KVA INVERTER SYSTEM WITH SOLAR
PANEL IN NGARANNAM POLICE OUTPOST MAFA LGA, BORNO STATE",Nigeria,NGA,,Non-VF,,,,,
TRI/SGP/OP7/YI/CORE/CC/22/09,"Improving community climate resilience in Matelot by implementing green solutions to address its electricity, water and food limitations.",Trinidad & Tobago,TTO,,Non-VF,,,,,
UNDP-MDG-00123355,Financement Intégré Energies R,Madagascar,MDG,,Non-VF,,,,,
"UNDP-MDG-00129975
UNDP-MDG-00129976",Résilience & Dvpt Territorial ,Madagascar,MDG,,Non-VF,,,,,
UNDP-MDG-00132364,Africa mini grids projects,Madagascar,MDG,,Non-VF,,,,,
UNDP-NGA10-2022-015 ,"PROVISION AND INSTALLATION OF 160 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, BANKI TOWN, BAMA LGA, BORNO STATE",Nigeria,NGA,,Non-VF,,,,,
UNDP-NGA10-2022-016,"PROVISION AND INSTALLATION OF 145 SOLAR STREET LIGHTS AT
500 HOUSING UNIT, DAMBOA TOWN, DAMBOA LGA, BORNO STATE",Nigeria,NGA,,Non-VF,,,,,
UNDP-NGA10-2022-087,"Construction works at Primary Health Care Centre in Jajere community, Fune LGA in Yobe
State",Nigeria,NGA,,Non-VF,,,,,
133752,Joint SDG Fund Project ,Zimbabwe,ZWE,,Non-VF,,,,,
missing-ZWE-1,Solar for Health (S4H),Zimbabwe,ZWE,,Non-VF,,,,,
